品牌=["Ikarao"],报告范围=["每月"],选择年份=["2025"],选择月份=["8 月"]
搜索查询,搜索查询得分,搜索查询量,曝光：曝光总量,"曝光: 曝光品牌数量","曝光: 品牌曝光占比 %",点击量：总次数,"点击量：点击率 %",点击量：点击的品牌数,"点击量：品牌点击占比 %","点击量：价格(中位数)",点击量：品牌售价（中位数）,点击量：当日达配送速度,"点击量：1 天配送速度",点击：2天配送速度,购物车添加：总数,"加入购物车：加购率%",加入购物车：涉及品牌数,"购物车添加：品牌份额 %",加入购物车：售价（中位数）,购物车添加：品牌价格（中位数）,购物车添加：当日达配送速度,"加入购物车：1 天配送速度","购物车添加：2 天配送速度",购买：下单总数,"下单成交：成交转化率%",购买次数：品牌数量,"购买次数：品牌份额 %",购买次数：价格（中位数）,购买次数：品牌价格（中位数）,下单成交：当日达配送速度,"下单成交：1 天配送速度",下单：2天配送速度,报告日期
"karaoke speaker","42","12580","301554","6590","2.19","4140","32.91","65","1.57","99.0","349.99","235","1314","1063","622","4.94","3","0.48","69.99","279.98","55","233","159","119","0.95","1","0.84","64.97","279.98","25","48","24","2025-08-31"
"karaoke machine for tv","18","4356","112368","14095","12.54","1482","34.02","103","6.95","82.89","246.47","115","626","406","238","5.46","10","4.2","74.99","249.99","24","104","69","42","0.96","3","7.14","64.97","246.47","3","23","12","2025-08-31"
"smart karaoke","153","69","1684","405","24.05","34","49.28","16","47.06","298.0","349.99","1","7","14","5","7.25","2","40.0","298.0","249.99","1","2","2","2","2.9","2","100.0","249.99","249.99","1","0","1","2025-08-31"
"karaoke microphone for adult and kids","533","2","51","2","3.92","1","50.0","1","100.0","159.99","159.99","0","0","1","1","50.0","1","100.0","159.99","159.99","0","0","1","1","50.0","1","100.0","159.99","159.99","0","0","1","2025-08-31"
"卡拉ok点唱机","83","1001","23897","3196","13.37","322","32.17","35","10.87","610.0","279.98","7","46","39","14","1.4","1","7.14","610.0","349.99","0","2","2","1","0.1","1","100.0","349.99","349.99","0","1","0","2025-08-31"
"jbl partybox 320","315","16517","329471","1166","0.35","6752","40.88","4","0.06","499.95","349.99","152","1508","1951","846","5.12","0","0.0","499.95",,"31","257","253","171","1.04","0","0.0","499.95",,"11","70","46","2025-08-31"
"jbl party speakers","857","2649","53366","193","0.36","1174","44.32","2","0.17","349.95","349.99","15","233","363","204","7.7","1","0.49","349.95","349.99","2","48","67","21","0.79","0","0.0","349.95",,"1","6","6","2025-08-31"
"shell s3 karaoke","270","14","569","114","20.04","5","35.71","5","100.0","159.99","159.99","0","4","1","2","14.29","2","100.0","159.99","159.99","0","2","0","1","7.14","1","100.0","159.99","159.99","0","1","0","2025-08-31"
"best mini karaoke machine","802","121","3729","278","7.46","30","24.79","1","3.33","21.99","249.99","3","12","8","9","7.44","1","11.11","16.99","249.99","1","7","1","2","1.65","0","0.0","16.14",,"0","2","0","2025-08-31"
"clearance karaoke machine","701","227","6154","601","9.77","74","32.6","2","2.7","85.99","159.98","11","26","11","26","11.45","0","0.0","89.99",,"8","9","2","4","1.76","0","0.0","116.99",,"1","1","0","2025-08-31"
"singing machine karaoke","25","4545","104564","11125","10.64","1553","34.17","63","4.06","116.99","246.47","58","399","515","249","5.48","8","3.21","79.99","159.99","13","78","72","41","0.9","0","0.0","59.49",,"2","11","14","2025-08-31"
"karaoke home system","549","125","2851","594","20.83","32","25.6","3","9.38","159.98","159.99","1","10","9","3","2.4","1","33.33","129.99","159.98","0","2","1","0","0.0","0",,,,"0","0","0","2025-08-31"
"prime","128","695521","16100387","3477","0.02","19852","2.85","5","0.03","19.98","159.99","2660","8007","2937","6207","0.89","0","0.0","16.69",,"1095","2851","953","1918","0.28","0","0.0","14.98",,"589","915","197","2025-08-31"
"karaoke machine for home all built in one rhm","713","57","1140","252","22.11","55","96.49","11","20.0","159.98","159.99","0","27","22","1","1.75","0","0.0","144.49",,"0","0","0","0","0.0","0",,,,"0","0","0","2025-08-31"
"bigasuo karaoke machine","312","327","8440","702","8.32","87","26.61","3","3.45","59.49","249.99","4","24","27","13","3.98","2","15.38","59.99","249.99","0","4","4","4","1.22","0","0.0","59.49",,"0","2","0","2025-08-31"
"bluetooth karaoke speaker with screen","704","9","175","48","27.43","6","66.67","3","50.0","159.99","159.99","0","2","3","2","22.22","2","100.0","159.98","159.98","0","1","1","0","0.0","0",,,,"0","0","0","2025-08-31"
"ikarao speaker","416","43","1039","515","49.57","12","27.91","8","66.67","194.99","246.47","1","5","2","1","2.33","1","100.0","299.99","299.99","0","1","0","0","0.0","0",,,,"0","0","0","2025-08-31"
"break x2 karaoke","151","13","390","162","41.54","9","69.23","9","100.0","349.99","349.99","1","2","5","4","30.77","4","100.0","349.99","349.99","1","0","2","2","15.38","2","100.0","349.99","349.99","0","0","2","2025-08-31"
"karaoke large screen","396","13","359","64","17.83","3","23.08","2","66.67","299.97","299.97","1","2","0","2","15.38","1","50.0","23.99","594.99","1","1","0","1","7.69","1","100.0","594.99","594.99","0","1","0","2025-08-31"
"karaoke machine with cd player","538","1015","25175","849","3.37","531","52.32","4","0.75","79.99","246.47","11","144","163","69","6.8","0","0.0","75.0",,"2","10","25","15","1.48","0","0.0","108.38",,"0","3","6","2025-08-31"
"rockville karaoke system","725","749","17920","499","2.78","300","40.05","4","1.33","279.95","349.99","2","14","22","31","4.14","0","0.0","262.85",,"0","1","2","5","0.67","0","0.0","174.95",,"0","1","0","2025-08-31"
"soundcore karaoke machine","642","33","714","117","16.39","13","39.39","4","30.77","246.47","159.99","0","5","2","4","12.12","2","50.0","159.99","159.99","0","2","1","0","0.0","0",,,,"0","0","0","2025-08-31"
"kereoke system with music","528","1","20","4","20.0","1","100.0","1","100.0","159.98","159.98","0","0","1","1","100.0","1","100.0","159.98","159.98","0","0","1","1","100.0","1","100.0","159.98","159.98","0","0","1","2025-08-31"
"soundcore rave 3s","261","1314","26578","1205","4.53","694","52.82","10","1.44","299.99","249.99","1","195","240","109","8.3","0","0.0","299.99",,"0","41","46","26","1.98","0","0.0","299.99",,"0","13","11","2025-08-31"
"microfono karaoke","807","993","25013","163","0.65","361","36.35","4","1.11","20.99","246.47","34","110","50","68","6.85","1","1.47","20.99","159.99","9","18","11","8","0.81","0","0.0","18.02",,"1","3","1","2025-08-31"
"bose karaoke system","72","1219","31872","3779","11.86","494","40.53","30","6.07","699.0","349.99","13","82","129","34","2.79","5","14.71","359.99","349.99","2","11","13","3","0.25","0","0.0","149.97",,"1","1","1","2025-08-31"
"ion speaker","443","34578","700239","636","0.09","12935","37.41","4","0.03","110.1","279.98","139","1457","1624","1596","4.62","1","0.06","99.99","279.98","26","207","230","258","0.75","0","0.0","99.99",,"4","51","28","2025-08-31"
"karaoke machine with lyrics display for adults","755","40","970","255","26.29","13","32.5","3","23.08","119.99","159.99","0","3","4","2","5.0","1","50.0","159.99","159.99","0","0","1","0","0.0","0",,,,"0","0","0","2025-08-31"
"karokee machine with bluetooth and wireless microphone for adults with lyrics & screen","514","1","60","6","10.0","1","100.0","1","100.0","159.99","159.99","0","0","1","1","100.0","1","100.0","159.99","159.99","0","0","1","1","100.0","1","100.0","159.99","159.99","0","0","1","2025-08-31"
"laraoke","831","76","1501","251","16.72","22","28.95","1","4.55","53.53","249.99","2","11","6","5","6.58","1","20.0","59.49","249.99","0","1","3","0","0.0","0",,,,"0","0","0","2025-08-31"
"tj karaoke machine","255","255","6221","843","13.55","82","32.16","7","8.54","668.92","279.98","4","5","6","13","5.1","2","15.38","613.89","246.47","4","1","1","0","0.0","0",,,,"0","0","0","2025-08-31"
"karaoke set up for smart tv","291","217","4731","827","17.48","81","37.33","9","11.11","89.99","246.47","7","23","26","9","4.15","1","11.11","123.49","159.98","1","4","3","1","0.46","0","0.0","64.97",,"0","1","0","2025-08-31"
"top of the line karaoke machine","424","10","199","62","31.16","5","50.0","1","20.0","148.19","246.47","1","2","1","2","20.0","1","50.0","244.64","246.47","1","0","0","1","10.0","1","100.0","246.47","246.47","1","0","0","2025-08-31"
"ikarao karaoke machine 64 gb","482","1","60","12","20.0","1","100.0","1","100.0","349.99","349.99","0","0","1","1","100.0","1","100.0","349.99","349.99","0","0","1","1","100.0","1","100.0","349.99","349.99","0","0","1","2025-08-31"
"karaoke machine with lyric display","170","136","3926","793","20.2","70","51.47","16","22.86","79.99","249.99","5","42","13","8","5.88","2","25.0","74.99","159.99","0","6","1","3","2.21","1","33.33","229.0","349.99","0","3","0","2025-08-31"
"youtube karaoke system","749","93","1955","516","26.39","33","35.48","3","9.09","119.99","159.99","2","7","15","4","4.3","0","0.0","93.99",,"0","1","1","0","0.0","0",,,,"0","0","0","2025-08-31"
"best karaoke machine for adults smaller","516","1","19","5","26.32","1","100.0","1","100.0","249.99","249.99","0","1","0","1","100.0","1","100.0","249.99","249.99","0","1","0","1","100.0","1","100.0","249.99","249.99","0","1","0","2025-08-31"
"karake machine","371","28","689","108","15.67","14","50.0","2","14.29","64.97","159.98","0","7","5","7","25.0","1","14.29","64.97","159.98","0","4","2","4","14.29","1","25.0","64.97","159.98","0","2","1","2025-08-31"
"su yoso karaoke machine","834","94","1962","209","10.65","30","31.91","2","6.67","55.99","159.98","0","11","10","9","9.57","1","11.11","53.99","159.98","0","3","4","1","1.06","0","0.0","64.97",,"0","1","0","2025-08-31"
"maquina karaoke","640","109","2813","337","11.98","50","45.87","5","10.0","59.49","249.99","3","9","11","13","11.93","1","7.69","39.99","159.99","1","3","5","2","1.83","0","0.0","39.99",,"0","2","0","2025-08-31"
"hamax 02 karaoke","544","598","13802","753","5.46","195","32.61","6","3.08","89.98","246.47","10","47","35","21","3.51","0","0.0","146.37",,"0","4","4","1","0.17","0","0.0","146.37",,"0","0","0","2025-08-31"
"karaoke machine for adults, with lyrics display and screen, karaoke system for youtube, 2 wireless microphones, autotune & echo, karafun prime, portable karaoke speaker for home","526","1","21","5","23.81","1","100.0","1","100.0","159.99","159.99","0","1","0","1","100.0","1","100.0","159.99","159.99","0","1","0","1","100.0","1","100.0","159.99","159.99","0","1","0","2025-08-31"
"partybox","356","5056","103033","738","0.72","1635","32.34","5","0.31","349.95","349.99","26","329","435","153","3.03","1","0.65","329.95","349.99","8","37","48","27","0.53","0","0.0","279.95",,"0","7","13","2025-08-31"
"singing","585","6801","132389","471","0.36","732","10.76","4","0.55","34.99","246.47","51","262","121","161","2.37","1","0.62","35.0","246.47","15","57","32","14","0.21","0","0.0","19.99",,"1","9","2","2025-08-31"
"cdg karaoke machine","348","102","2418","165","6.82","52","50.98","2","3.85","94.97","359.99","1","7","10","7","6.86","1","14.29","69.99","359.99","1","2","0","1","0.98","1","100.0","359.99","359.99","0","1","0","2025-08-31"
"karaoke machine with recording","175","364","11032","1205","10.92","143","39.29","21","14.69","77.99","349.99","11","60","33","17","4.67","2","11.76","116.99","349.99","1","5","3","2","0.55","0","0.0","116.99",,"0","1","1","2025-08-31"
"点歌机","341","302","6847","446","6.51","152","50.33","7","4.61","628.0","249.99","0","9","8","8","2.65","2","25.0","599.0","159.99","0","3","0","1","0.33","0","0.0","628.0",,"0","0","0","2025-08-31"
"highest rated karaoke machine","86","312","7659","1837","23.98","106","33.97","29","27.36","119.99","279.98","8","54","16","18","5.77","4","22.22","74.99","299.99","2","10","2","5","1.6","2","40.0","59.49","249.99","1","3","1","2025-08-31"
"jbl karaoke machine with 2 microphones","21","7044","145185","9537","6.57","2988","42.42","106","3.55","329.95","349.99","125","751","942","388","5.51","16","4.12","279.95","349.99","23","116","133","43","0.61","1","2.33","99.95","349.99","5","18","15","2025-08-31"
"wireless karaoke machine for adults","848","121","3215","382","11.88","30","24.79","4","13.33","74.99","246.47","4","13","5","8","6.61","0","0.0","69.99",,"0","6","0","2","1.65","0","0.0","74.99",,"0","2","0","2025-08-31"
"kerokee machine with bluetooth and wireless microphone for adults","95","1017","27746","1937","6.98","350","34.41","25","7.14","64.97","349.99","25","141","87","97","9.54","5","5.15","59.49","299.99","11","43","22","22","2.16","1","4.55","59.49","359.99","3","15","4","2025-08-31"
"karaoke machine for adults 4 microphones","979","46","1157","105","9.08","14","30.43","2","14.29","79.99","349.99","0","4","5","4","8.7","1","25.0","79.99","349.99","0","2","0","1","2.17","0","0.0","79.99",,"0","1","0","2025-08-31"
"karaoke machine with screen lyrics display","36","688","17640","3891","22.06","289","42.01","68","23.53","148.19","159.99","13","109","74","38","5.52","12","31.58","159.98","159.99","2","19","9","8","1.16","3","37.5","65.49","159.98","1","3","2","2025-08-31"
"amazon karaoke machine","75","686","18731","3670","19.59","225","32.8","31","13.78","64.97","349.99","11","120","45","25","3.64","2","8.0","59.49","159.98","1","14","2","12","1.75","1","8.33","59.49","349.99","1","6","1","2025-08-31"
"karaoke bose","828","221","4966","474","9.54","78","35.29","2","2.56","699.0","159.99","0","16","20","5","2.26","0","0.0","379.95",,"0","2","1","0","0.0","0",,,,"0","0","0","2025-08-31"
"aison karaoke machine","307","23","585","149","25.47","13","56.52","12","92.31","299.97","299.97","1","5","5","3","13.04","3","100.0","249.99","249.99","1","1","1","0","0.0","0",,,,"0","0","0","2025-08-31"
"karaoke machine for adults hindi songs","454","4","121","32","26.45","2","50.0","1","50.0","74.99","159.99","0","2","0","2","50.0","1","50.0","74.99","159.99","0","2","0","1","25.0","1","100.0","159.99","159.99","0","1","0","2025-08-31"
"microphone and speaker set","999","4847","135361","385","0.28","1729","35.67","1","0.06","59.49","246.47","129","824","391","468","9.66","0","0.0","53.99",,"47","238","94","134","2.76","0","0.0","54.99",,"15","80","21","2025-08-31"
"karaoke machine with youtube","294","26","690","189","27.39","13","50.0","7","53.85","159.99","246.47","0","8","4","2","7.69","1","50.0","74.99","159.99","0","2","0","1","3.85","1","100.0","159.99","159.99","0","1","0","2025-08-31"
"professional karaoke system complete set","804","166","4114","533","12.96","63","37.95","1","1.59","858.0","246.47","0","8","15","10","6.02","0","0.0","1499.0",,"0","2","2","1","0.6","0","0.0","1499.0",,"0","0","0","2025-08-31"
"bocina con pantalla","226","645","13790","947","6.87","218","33.8","12","5.5","299.0","249.99","18","33","34","19","2.95","2","10.53","409.0","159.98","1","2","8","0","0.0","0",,,,"0","0","0","2025-08-31"
"karaoke shell 2","513","1","15","6","40.0","1","100.0","1","100.0","249.99","249.99","0","1","0","1","100.0","1","100.0","249.99","249.99","0","1","0","1","100.0","1","100.0","249.99","249.99","0","1","0","2025-08-31"
"karaoke machine connecting to tv","457","4","81","27","33.33","1","25.0","1","100.0","159.98","159.98","0","1","0","1","25.0","1","100.0","159.98","159.98","0","1","0","1","25.0","1","100.0","159.98","159.98","0","1","0","2025-08-31"
"ms rachel karaoke machine","717","262","5885","363","6.17","152","58.02","1","0.66","33.99","246.47","20","44","23","71","27.1","1","1.41","33.99","246.47","10","28","10","17","6.49","0","0.0","29.97",,"5","7","2","2025-08-31"
"rhm k666","450","41","724","37","5.11","15","36.59","1","6.67","249.99","249.99","0","2","5","2","4.88","1","50.0","24.99","249.99","0","1","0","1","2.44","1","100.0","249.99","249.99","0","1","0","2025-08-31"
"karaoke","3","46558","1096056","123777","11.29","14908","32.02","1342","9.0","59.49","249.99","1664","5812","3012","3229","6.94","137","4.24","53.53","246.47","474","1402","630","721","1.55","34","4.72","53.53","249.99","163","336","107","2025-08-31"
"karaoke machinetv","470","4","123","19","15.45","2","50.0","1","50.0","89.99","279.98","0","1","1","1","25.0","1","100.0","279.98","279.98","0","0","1","1","25.0","1","100.0","279.98","279.98","0","0","1","2025-08-31"
"jbl karaoke","54","4004","81779","5301","6.48","1698","42.41","34","2.0","329.95","249.99","72","365","503","196","4.9","4","2.04","279.95","279.98","15","54","53","19","0.47","1","5.26","215.0","299.99","3","8","6","2025-08-31"
"full set karaoke system","109","460","10047","1776","17.68","116","25.22","22","18.97","246.47","299.99","7","27","25","13","2.83","4","30.77","249.99","249.99","1","5","4","3","0.65","1","33.33","129.97","246.47","1","2","0","2025-08-31"
"karaoke machine with two microphones","316","185","4452","242","5.44","77","41.62","3","3.9","59.49","349.99","13","30","14","21","11.35","1","4.76","33.99","159.98","4","10","6","6","3.24","1","16.67","33.99","159.98","1","4","1","2025-08-31"
"ikareo karaoke machine","238","18","359","125","34.82","6","33.33","5","83.33","246.47","279.97","0","2","1","3","16.67","3","100.0","299.99","299.99","0","0","1","1","5.56","1","100.0","159.99","159.99","0","0","1","2025-08-31"
"karaoke system for home","61","1165","31967","3880","12.14","312","26.78","32","10.26","299.0","299.99","9","72","58","41","3.52","3","7.32","80.72","349.99","2","23","7","5","0.43","2","40.0","129.99","279.98","1","2","2","2025-08-31"
"ikarko karaoke","523","1","60","5","8.33","1","100.0","1","100.0","279.98","279.98","0","1","0","1","100.0","1","100.0","279.98","279.98","0","1","0","1","100.0","1","100.0","279.98","279.98","0","1","0","2025-08-31"
"karaoke connect to smart tv","268","83","1946","393","20.2","31","37.35","5","16.13","74.99","159.98","2","10","12","6","7.23","1","16.67","80.72","159.98","1","4","1","4","4.82","1","25.0","64.97","159.98","1","3","0","2025-08-31"
"karaoke machines for rent","679","133","7450","601","8.07","39","29.32","3","7.69","64.97","349.99","3","26","8","3","2.26","0","0.0","59.49",,"0","3","0","2","1.5","0","0.0","29.99",,"0","2","0","2025-08-31"
"best karoke machine with bluetooth and wireless microphone for adults","891","53","1067","126","11.81","20","37.74","3","15.0","119.99","349.99","1","15","3","13","24.53","1","7.69","118.99","159.99","0","9","3","1","1.89","0","0.0","64.97",,"0","0","1","2025-08-31"
"tj karaoke machine korean","629","222","6196","720","11.62","57","25.68","2","3.51","668.92","349.99","0","7","4","3","1.35","0","0.0","668.92",,"0","0","0","0","0.0","0",,,,"0","0","0","2025-08-31"
"karaoke machine with screen for adults","355","70","1886","444","23.54","32","45.71","13","40.63","159.99","246.47","7","12","7","7","10.0","1","14.29","118.99","249.99","1","4","1","2","2.86","0","0.0","53.53",,"0","1","1","2025-08-31"
"wireless karaoke","573","371","8488","530","6.24","107","28.84","3","2.8","54.99","246.47","8","42","23","15","4.04","1","6.67","21.99","246.47","0","11","2","3","0.81","0","0.0","54.99",,"0","3","0","2025-08-31"
"karaoke setup professional","796","62","1353","219","16.19","21","33.87","3","14.29","369.95","249.99","0","3","4","3","4.84","1","33.33","159.99","159.99","0","0","1","0","0.0","0",,,,"0","0","0","2025-08-31"
"karaoke machine with built in screen","165","70","1727","499","28.89","45","64.29","13","28.89","159.99","159.99","6","14","14","9","12.86","4","44.44","159.99","159.99","2","1","4","1","1.43","1","100.0","159.99","159.99","1","0","0","2025-08-31"
"karaoke machine with display screen","174","185","5140","1009","19.63","75","40.54","20","26.67","116.99","159.99","4","28","20","8","4.32","3","37.5","148.19","219.99","0","4","2","2","1.08","0","0.0","148.19",,"0","0","1","2025-08-31"
"multi mic karaoke machines","414","8","170","10","5.88","4","50.0","3","75.0","349.99","349.99","0","0","0","2","25.0","1","50.0","99.99","349.99","0","0","0","2","25.0","1","50.0","99.99","349.99","0","0","0","2025-08-31"
"portable karaoke machine for adults, built-in lyrics display and screen, 2 self-charging wireless microphones, karaoke app, 140w speaker, connects to tv for home party birthday outdoor camping","167","24","517","145","28.05","17","70.83","14","82.35","246.47","246.47","8","7","2","7","29.17","5","71.43","246.47","246.47","5","1","1","1","4.17","1","100.0","246.47","246.47","0","1","0","2025-08-31"
"karaoke for tv with microphone","452","238","5589","408","7.3","94","39.5","3","3.19","69.95","246.47","4","51","23","17","7.14","2","11.76","65.99","246.47","2","12","3","5","2.1","0","0.0","65.99",,"1","2","2","2025-08-31"
"karaoke machine for adults, with lyrics display built-in 13.3"" screen, truly all in one karaoke machine with 2 wireless microphone (hidden & self charging), 460w bluetooth speaker for party, tv","674","22","420","94","22.38","10","45.45","10","100.0","629.99","629.99","0","2","4","1","4.55","1","100.0","629.99","629.99","0","0","0","0","0.0","0",,,,"0","0","0","2025-08-31"
"best buys koyoke machine","743","2","40","8","20.0","3","150.0","3","100.0","349.99","349.99","0","3","0","2","100.0","2","100.0","349.99","349.99","0","2","0","0","0.0","0",,,,"0","0","0","2025-08-31"
"karaoke mixer system","699","920","25443","565","2.22","394","42.83","3","0.76","96.99","349.99","14","141","103","41","4.46","0","0.0","93.99",,"7","12","13","10","1.09","0","0.0","93.99",,"2","5","2","2025-08-31"
"lyric speaker","234","1677","32548","1629","5.0","556","33.15","5","0.9","329.99","299.99","7","53","160","107","6.38","0","0.0","329.99",,"1","8","27","2","0.12","0","0.0","319.99",,"0","1","1","2025-08-31"
"soundcore rave","611","921","18758","504","2.69","339","36.81","2","0.59","129.0","246.47","8","63","80","43","4.67","1","2.33","169.95","299.97","0","9","12","9","0.98","0","0.0","209.99",,"0","3","3","2025-08-31"
"karaoke machine with lyric display screen with disco loghts","529","1","21","4","19.05","1","100.0","1","100.0","159.99","159.99","1","0","0","1","100.0","1","100.0","159.99","159.99","1","0","0","1","100.0","1","100.0","159.99","159.99","1","0","0","2025-08-31"
"karaoke microphone","119","58371","1366501","2723","0.2","23125","39.62","33","0.14","19.99","349.99","3335","11381","4090","6228","10.67","0","0.0","19.99",,"1035","3224","1098","1961","3.36","0","0.0","19.99",,"423","1136","250","2025-08-31"
"best karaoke system for smart tv","77","377","10945","2245","20.51","130","34.48","25","19.23","129.99","349.97","6","49","48","13","3.45","5","38.46","129.99","349.97","1","6","5","2","0.53","2","100.0","159.99","159.99","0","0","2","2025-08-31"
"karaoke machine with key control","737","34","1109","231","20.83","16","47.06","4","25.0","349.99","349.99","0","2","4","2","5.88","1","50.0","159.98","159.98","0","1","1","0","0.0","0",,,,"0","0","0","2025-08-31"
"karaoke machine with wireless microphone","636","392","14264","708","4.96","111","28.32","2","1.8","64.97","159.98","16","32","32","25","6.38","0","0.0","59.49",,"6","8","10","5","1.28","0","0.0","53.53",,"2","0","3","2025-08-31"
"karaoke lyrics display screen only","641","73","1701","447","26.28","14","19.18","2","14.29","159.99","159.99","1","4","7","2","2.74","1","50.0","77.99","249.99","0","2","0","0","0.0","0",,,,"0","0","0","2025-08-31"
"karaoke with screen","136","320","7876","1795","22.79","150","46.88","35","23.33","159.98","159.99","9","52","39","10","3.13","1","10.0","116.99","159.98","0","7","0","2","0.63","0","0.0","47.99",,"0","2","0","2025-08-31"
"microphone karaoke","794","5028","119211","513","0.43","1887","37.53","2","0.11","19.99","246.47","283","952","334","542","10.78","0","0.0","18.99",,"100","283","93","180","3.58","0","0.0","18.99",,"44","99","23","2025-08-31"
"professional karaoke machine","33","1618","43996","6758","15.36","599","37.02","101","16.86","349.99","349.99","19","132","158","65","4.02","6","9.23","229.99","349.99","3","12","24","8","0.49","1","12.5","85.99","349.99","2","1","1","2025-08-31"
"karaoke portable speaker with mic","343","424","9938","508","5.11","145","34.2","5","3.45","59.98","249.99","12","57","38","24","5.66","2","8.33","54.99","246.47","1","8","8","4","0.94","0","0.0","54.99",,"1","1","1","2025-08-31"
"karaoke machine to tv","407","111","2385","389","16.31","46","41.44","5","10.87","80.72","246.47","3","27","12","13","11.71","2","15.38","94.97","159.99","0","9","3","4","3.6","0","0.0","80.72",,"0","3","1","2025-08-31"
"home ktv点歌机chinese system","839","72","1664","206","12.38","32","44.44","2","6.25","499.95","159.98","3","9","3","2","2.78","1","50.0","74.99","159.98","0","2","0","0","0.0","0",,,,"0","0","0","2025-08-31"
"karaoke machine for adults jbl","149","1333","30629","1699","5.55","410","30.76","13","3.17","129.99","349.99","13","137","123","52","3.9","3","5.77","118.99","246.47","5","25","8","6","0.45","0","0.0","64.97",,"1","2","1","2025-08-31"
"party speaker with microphone","862","1894","48620","221","0.45","670","35.37","1","0.15","129.97","349.99","43","165","221","127","6.71","1","0.79","116.99","349.99","12","36","46","20","1.06","0","0.0","129.97",,"3","7","7","2025-08-31"
"equipo de karaoke para casa","329","216","4765","788","16.54","81","37.5","13","16.05","149.97","299.99","2","19","20","10","4.63","0","0.0","64.97",,"0","5","2","1","0.46","0","0.0","59.49",,"0","1","0","2025-08-31"
"ikarao s2","140","31","1011","397","39.27","26","83.87","26","100.0","246.47","246.47","1","13","7","2","6.45","2","100.0","249.99","249.99","0","2","0","2","6.45","2","100.0","249.99","249.99","0","2","0","2025-08-31"
"karaoke machine for adults that connects to tv","823","38","1023","222","21.7","17","44.74","2","11.76","74.99","159.98","0","13","2","5","13.16","1","20.0","59.49","159.98","0","3","0","1","2.63","0","0.0","53.53",,"0","1","0","2025-08-31"
"jbl partybox ultimate","948","4400","87267","420","0.48","1749","39.75","1","0.06","1899.95","349.99","5","282","467","152","3.45","0","0.0","1899.95",,"0","36","42","7","0.16","0","0.0","1274.96",,"0","4","1","2025-08-31"
"karao s1","411","3","20","12","60.0","3","100.0","3","100.0","279.98","279.98","0","1","0","1","33.33","1","100.0","349.99","349.99","0","0","0","1","33.33","1","100.0","349.99","349.99","0","0","0","2025-08-31"
"karaoke songs with lyrics","290","380","7792","976","12.53","127","33.42","12","9.45","19.99","159.99","2","23","30","10","2.63","0","0.0","13.99",,"0","3","2","1","0.26","0","0.0","13.99",,"0","0","0","2025-08-31"
"bocina para karaoke","770","759","17232","389","2.26","257","33.86","6","2.33","94.97","349.99","17","70","59","38","5.01","0","0.0","64.97",,"4","14","11","8","1.05","0","0.0","56.99",,"2","2","2","2025-08-31"
"karaoke machine with 2 microphones","63","2370","61774","3843","6.22","835","35.23","33","3.95","59.49","349.99","85","358","175","216","9.11","5","2.31","53.53","349.99","29","99","48","50","2.11","1","2.0","59.49","246.47","9","23","11","2025-08-31"
"i phone karioke","537","1","21","2","9.52","1","100.0","1","100.0","246.47","246.47","1","0","0","1","100.0","1","100.0","246.47","246.47","1","0","0","1","100.0","1","100.0","246.47","246.47","1","0","0","2025-08-31"
"karaoke systems screen","483","1","33","12","36.36","1","100.0","1","100.0","299.97","299.97","0","1","0","1","100.0","1","100.0","299.97","299.97","0","1","0","1","100.0","1","100.0","299.97","299.97","0","1","0","2025-08-31"
"karaokes","908","108","2542","368","14.48","35","32.41","3","8.57","80.72","246.47","2","9","2","4","3.7","0","0.0","44.99",,"0","2","0","0","0.0","0",,,,"0","0","0","2025-08-31"
"shell s2 karaoke","347","8","206","94","45.63","5","62.5","4","80.0","246.47","246.47","1","3","1","2","25.0","1","50.0","39.99","246.47","1","1","0","2","25.0","1","50.0","39.99","349.99","1","1","0","2025-08-31"
"bose karaoke speaker","944","561","13233","424","3.2","233","41.53","1","0.43","699.0","349.99","3","34","76","14","2.5","0","0.0","699.0",,"0","3","2","1","0.18","0","0.0","279.95",,"0","1","0","2025-08-31"
"vocopro karaoke system","357","537","12180","954","7.83","236","43.95","6","2.54","449.0","349.99","0","9","44","19","3.54","0","0.0","220.71",,"0","1","3","5","0.93","0","0.0","176.04",,"0","1","1","2025-08-31"
"bluetooth speaker with screen display","446","309","6333","672","10.61","72","23.3","3","4.17","129.97","219.99","7","21","14","10","3.24","1","10.0","129.99","159.98","2","3","2","0","0.0","0",,,,"0","0","0","2025-08-31"
"karaoke machine for adults, with lyrics display, 10.1"" screen, 280w, 2+2 channel, 2 wireless microphone, autotune eq, self-charging, portable home karaoke system with karafun prime, hdmi for tv","121","17","355","131","36.9","11","64.71","10","90.91","279.98","279.98","0","3","5","5","29.41","5","100.0","279.98","279.98","0","1","4","3","17.65","3","100.0","279.98","279.98","0","1","2","2025-08-31"
"party bluetooth wireless speakers","845","8732","176983","203","0.11","3608","41.32","2","0.06","99.0","249.99","310","1201","893","853","9.77","1","0.12","69.99","249.99","89","327","189","128","1.47","0","0.0","59.99",,"33","57","19","2025-08-31"
"lyrics speaker","610","335","6565","690","10.51","113","33.73","4","3.54","319.99","349.99","0","16","21","25","7.46","0","0.0","329.99",,"0","4","4","1","0.3","0","0.0","329.99",,"0","0","1","2025-08-31"
